"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Input.url","Answer.creative_label","Answer.negative_label","Answer.positive_label","Approve","Reject"
"3566S7OX5DRMNTBYO3KD9MVKVI471O","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:51 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:51 PDT 2016","","","35BLDD71I75NGZVW4E1NWERG536VZ3","A13HCNEHZV0JQX","Approved","Mon Apr 25 10:28:31 PDT 2016","Mon Apr 25 10:28:56 PDT 2016","Mon Apr 25 18:28:56 PDT 2016","Mon Apr 25 10:58:34 PDT 2016","","","25","100% (18/18)","100% (18/18)","100% (18/18)","myyy plug isnt home its an upsettingg time","twitter.com/anyuser/status/722879670769868800","Friends","coworkers","family"
"3566S7OX5DRMNTBYO3KD9MVKVI471O","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:51 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:51 PDT 2016","","","3DR23U6WE6MASC0B3WNVAM2DK80TEQ","A2OKWYEHSQI1M","Approved","Sun Apr 24 10:59:35 PDT 2016","Sun Apr 24 10:59:51 PDT 2016","Sun Apr 24 18:59:51 PDT 2016","Sun Apr 24 17:26:44 PDT 2016","","","16","100% (39/39)","100% (39/39)","100% (39/39)","myyy plug isnt home its an upsettingg time","twitter.com/anyuser/status/722879670769868800","techies","coworkers","friends"
"3566S7OX5DRMNTBYO3KD9MVKVI471O","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:51 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:51 PDT 2016","","","3KWTYT0871BMDGZDJMS1K1MJD4XL50","AJKQVF3U2DHZ6","Approved","Sun Apr 24 16:22:46 PDT 2016","Sun Apr 24 16:23:16 PDT 2016","Mon Apr 25 00:23:16 PDT 2016","Sun Apr 24 17:26:44 PDT 2016","","","30","100% (23/23)","100% (23/23)","100% (23/23)","myyy plug isnt home its an upsettingg time","twitter.com/anyuser/status/722879670769868800","People who lose their electronics often","coworkers","friends"
"3566S7OX5DRMNTBYO3KD9MVKVI471O","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:51 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:51 PDT 2016","","","3LOTDFNYA87UQ741TCCCFOUC02TWFV","A2LY23NHYISUQ2","Approved","Sat Apr 23 20:19:28 PDT 2016","Sat Apr 23 20:19:37 PDT 2016","Sun Apr 24 04:19:37 PDT 2016","2016-04-24 11:23:10 UTC","","","9","100% (300/300)","100% (300/300)","100% (300/300)","myyy plug isnt home its an upsettingg time","twitter.com/anyuser/status/722879670769868800","anyone","specific organization","friends"
"3566S7OX5DRMNTBYO3KD9MVKVI471O","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:51 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:51 PDT 2016","","","3TVSS0C0E2849CM2OWH1WS9DRC9WTD","AOBTFLJU2BEPR","Approved","Sun Apr 24 11:22:42 PDT 2016","Sun Apr 24 11:23:25 PDT 2016","Sun Apr 24 19:23:25 PDT 2016","Sun Apr 24 17:26:45 PDT 2016","","","43","100% (193/193)","100% (193/193)","100% (193/193)","myyy plug isnt home its an upsettingg time","twitter.com/anyuser/status/722879670769868800","general public","specific organization","friends"
"3566S7OX5DRMNTBYO3KD9MVKVI471O","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:51 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:51 PDT 2016","","","3YOH7BII0AFSR4WA4DYD9Z331ROKVV","A3TXSNETBGH1AG","Approved","Sun Apr 24 14:58:00 PDT 2016","Sun Apr 24 14:58:20 PDT 2016","Sun Apr 24 22:58:20 PDT 2016","Sun Apr 24 17:26:45 PDT 2016","","","20","100% (13/13)","100% (13/13)","100% (13/13)","myyy plug isnt home its an upsettingg time","twitter.com/anyuser/status/722879670769868800","Family","general internet community","friends"
"3OWZNK3RYLXVAP5QKFD2OXJ9VZH2U4","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:43 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:43 PDT 2016","","","37FMASSAYDZMCV8GZTM1V7UJ6VIBI4","A3NWQ3MBR1R8IJ","Approved","Sun Apr 24 14:53:35 PDT 2016","Sun Apr 24 14:54:02 PDT 2016","Sun Apr 24 22:54:02 PDT 2016","Sun Apr 24 17:26:53 PDT 2016","","","27","100% (7/7)","100% (7/7)","100% (7/7)","My thoughts exactly.  https://t.co/eOjHiSEPs6","twitter.com/anyuser/status/722879708870782976","anyone","general internet community","specific organization"
"3OWZNK3RYLXVAP5QKFD2OXJ9VZH2U4","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:43 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:43 PDT 2016","","","3BGYGHDBBYSODXUIRX8Y7YKYNUX229","A2LY23NHYISUQ2","Approved","Sun Apr 24 21:06:07 PDT 2016","Sun Apr 24 21:06:22 PDT 2016","Mon Apr 25 05:06:22 PDT 2016","Sun Apr 24 22:23:57 PDT 2016","","","15","100% (300/300)","100% (300/300)","100% (300/300)","My thoughts exactly.  https://t.co/eOjHiSEPs6","twitter.com/anyuser/status/722879708870782976","anyone","specific organization","friends"
"3OWZNK3RYLXVAP5QKFD2OXJ9VZH2U4","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:43 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:43 PDT 2016","","","3C8HJ7UOP824QC1NQM0W9I83E5BZMX","A2FMP1PF94JN76","Approved","Sat Apr 23 21:06:54 PDT 2016","Sat Apr 23 21:07:07 PDT 2016","Sun Apr 24 05:07:07 PDT 2016","2016-04-24 12:08:14 UTC","","","13","100% (72/72)","100% (72/72)","100% (72/72)","My thoughts exactly.  https://t.co/eOjHiSEPs6","twitter.com/anyuser/status/722879708870782976","broken link","specific organization","friends"
"3PEG1BH7AEZBV60A9U2BJ3DFNEVKBQ","3GTAJN9JK6MXOOBXSUCQ8TP2S49XME","Label the intended audience of a tweet","Read a tweet and decide which of 5 categories of people, like friends, family, or coworkers, it is most likely intended for.","classification, category, classify, tweet, decide, label, social","$0.01","Sat Apr 23 13:53:51 PDT 2016","7","BatchId:2368614;","3600","28800","Fri May 13 13:53:51 PDT 2016","","","34X6J5FLPU65BCUB0T4R2X4I594JQU","AOBTFLJU2BEPR","Approved","Sun Apr 24 11:35:59 PDT 2016","Sun Apr 24 11:36:22 PDT 2016","Sun Apr 24 19:36:22 PDT 2016","Sun Apr 24 17:26:53 PDT 2016","","","23","100% (193/193)","100% (193/193)","100% (193/193)","Trails come great and small just stay in the will of God","twitter.com/anyuser/status/722879670861975552","Religious Believers","specific organization","general internet community"
